년도,구,나이,지체,청각,시각,뇌병변,지적,정신,신장,자폐성,언어,장루.요루,호흡기,간,뇌전증,심장,안면,
2019,성동구,44,40,6,10,7,10,8,8,0,1,0,0,0,2,1,0,
2019,성동구,45,52,6,22,5,11,4,6,0,2,0,0,0,2,0,0,
2019,성동구,46,47,8,11,6,11,19,3,0,0,0,0,2,0,0,2,
2019,성동구,47,57,9,20,11,7,11,7,0,1,0,0,1,1,1,0,
2019,성동구,48,61,7,21,7,13,19,13,0,2,1,1,0,1,0,2,
2019,성동구,49,56,11,13,11,9,16,15,0,4,0,0,4,2,0,0,
2019,성동구,50,78,9,24,9,9,20,5,0,2,1,0,5,0,0,0,
2019,성동구,51,81,14,18,18,12,17,12,0,2,1,0,2,0,0,0,
2019,성동구,52,90,14,17,11,12,18,5,0,2,0,2,1,1,0,0,
2019,성동구,53,95,11,21,15,9,12,9,0,0,1,2,0,1,1,2,
2019,성동구,54,87,16,12,14,10,10,10,0,2,0,0,1,0,0,0,
2019,성동구,55,98,18,33,22,5,11,7,0,5,0,1,2,0,1,1,
2019,성동구,56,129,20,24,21,5,14,14,0,3,1,2,3,1,0,0,
2019,성동구,57,123,19,20,21,6,15,12,0,2,0,0,2,0,1,1,
2019,성동구,58,146,28,25,25,7,17,15,0,2,2,1,4,3,1,1,
2019,성동구,59,167,24,30,31,7,17,18,0,5,2,1,3,0,0,0,
2019,성동구,60,126,21,29,23,5,15,18,0,4,2,4,2,1,0,1,
2019,성동구,61,158,27,31,30,6,17,20,0,1,0,2,2,1,1,1,
2019,성동구,62,157,32,21,25,2,15,8,0,3,6,3,4,1,0,0,
2019,성동구,63,148,26,26,28,8,12,17,0,4,2,5,5,3,2,0,
2019,성동구,64,132,25,35,27,4,9,10,0,2,1,4,1,0,0,0,
2019,성동구,65,141,24,26,41,1,5,11,0,1,2,1,6,1,1,1,
2019,성동구,66,114,28,25,26,10,6,10,0,3,1,4,1,2,0,1,
2019,성동구,67,150,23,28,37,3,11,13,0,1,1,2,5,0,0,0,
2019,성동구,68,111,25,17,23,1,6,10,0,1,1,10,2,0,0,0,
2019,성동구,69,139,24,19,23,1,7,5,0,2,5,4,3,0,1,0,
2019,성동구,70,161,28,34,33,1,1,13,0,2,1,3,1,0,1,0,
2019,성동구,71,145,38,34,25,2,3,10,0,2,1,4,2,0,1,0,
2019,성동구,72,147,49,34,48,1,1,16,0,3,5,5,2,0,1,0,
2019,성동구,73,121,35,25,38,0,4,9,0,2,4,4,2,0,3,0,
2019,성동구,74,108,31,27,32,2,3,10,0,1,1,3,1,0,1,0,
2019,성동구,75,141,49,32,43,0,2,11,0,1,6,3,0,0,2,0,
2019,성동구,76,144,51,35,41,3,0,6,0,2,6,3,1,0,1,0,
2019,성동구,77,179,71,39,44,1,2,11,0,2,4,2,1,0,1,0,
2019,성동구,78,142,60,30,34,0,1,7,0,2,4,2,0,0,0,0,
2019,성동구,79,120,52,25,27,0,0,6,0,1,1,6,1,0,0,0,
2019,성동구,80,113,55,23,29,0,3,7,0,2,5,2,0,0,0,0,
2019,성동구,81,126,57,18,38,1,0,2,0,1,1,1,1,0,0,0,
2019,성동구,82,116,73,22,16,0,0,6,0,1,1,1,0,0,0,0,
2019,성동구,83,97,53,17,18,0,1,5,0,0,1,2,0,1,2,0,
2019,성동구,84,86,41,20,12,1,1,3,0,0,1,2,0,0,0,0,
2019,성동구,85,77,53,13,19,0,0,2,0,1,2,0,0,0,0,0,
2019,성동구,86,56,27,10,16,0,0,1,0,1,1,0,0,0,0,0,
2019,성동구,87,44,32,11,10,0,0,3,0,0,3,0,0,0,1,0,
2019,성동구,88,32,29,6,10,0,0,2,0,0,0,0,0,0,0,0,
2019,성동구,89,21,30,4,10,0,0,1,0,0,2,0,0,0,0,1,
2019,성동구,90,23,26,2,5,0,0,0,0,1,1,0,0,0,0,0,
2019,성동구,91,20,23,2,7,0,0,0,0,0,1,0,0,0,0,0,
2019,성동구,92,9,10,7,7,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,93,5,5,1,3,0,0,0,0,0,1,0,0,0,0,0,
2019,성동구,94,4,8,1,0,0,0,1,0,0,0,0,0,0,0,0,
2019,성동구,95,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,96,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,97,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,98,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,99,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,100,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,성동구,102,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,2,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,3,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,4,2,3,1,4,3,0,0,1,1,0,0,0,0,0,0,
2019,광진구,5,0,0,1,3,1,0,0,5,0,0,0,0,0,0,0,
2019,광진구,6,0,2,0,4,8,0,0,4,2,0,0,0,0,0,0,
2019,광진구,7,1,1,0,0,12,0,0,10,3,0,0,0,0,0,0,
2019,광진구,8,1,1,0,2,8,0,0,12,0,0,0,0,0,0,1,
2019,광진구,9,3,1,0,0,7,0,0,7,0,0,0,0,0,0,0,
2019,광진구,10,2,0,0,1,12,0,0,9,0,0,0,0,0,0,0,
2019,광진구,11,0,0,0,4,13,0,1,5,0,0,0,0,0,0,0,
2019,광진구,12,0,1,0,0,15,0,0,1,0,0,0,0,0,0,0,
2019,광진구,13,3,1,3,1,9,0,0,3,0,0,0,0,0,1,0,
2019,광진구,14,2,1,0,3,10,0,0,3,0,0,0,0,0,0,0,
2019,광진구,15,0,1,0,2,11,0,0,1,0,1,0,0,0,1,0,
2019,광진구,16,3,2,1,3,11,0,0,6,1,0,1,0,0,0,0,
2019,광진구,17,1,2,1,3,9,0,0,5,0,0,0,0,0,1,0,
2019,광진구,18,4,1,2,1,17,0,0,3,0,0,0,0,0,0,0,
2019,광진구,19,1,2,3,4,18,0,0,8,0,0,0,0,0,0,0,
2019,광진구,20,5,2,3,0,26,1,0,8,0,0,0,0,0,0,0,
2019,광진구,21,11,1,2,5,28,1,3,12,1,0,0,1,1,0,0,
2019,광진구,22,4,3,2,5,27,3,0,12,2,0,0,0,0,2,0,
2019,광진구,23,7,2,0,7,21,2,2,6,0,0,0,0,0,0,0,
2019,광진구,24,11,1,6,4,24,3,2,4,0,0,0,0,0,1,0,
2019,광진구,25,11,4,6,1,15,2,1,7,0,0,0,0,0,0,0,
2019,광진구,26,20,4,7,4,24,2,1,8,2,0,0,0,0,0,0,
2019,광진구,27,14,4,8,6,30,1,0,6,0,0,0,0,2,0,0,
2019,광진구,28,10,4,8,3,22,5,0,3,0,0,0,0,0,1,1,
2019,광진구,29,13,2,13,4,18,2,1,1,0,0,0,0,0,0,0,
2019,광진구,30,15,2,13,0,16,1,3,2,0,0,0,0,1,0,1,
2019,광진구,31,17,4,5,4,18,3,7,6,0,0,0,0,0,0,0,
2019,광진구,32,25,4,7,2,13,8,6,2,0,0,0,0,0,1,0,
2019,광진구,33,16,2,4,4,17,7,1,1,0,0,0,0,0,0,0,
2019,광진구,34,24,2,3,6,18,5,6,0,1,1,0,0,2,0,0,
2019,광진구,35,14,2,15,6,11,9,3,1,0,0,0,0,0,0,1,
2019,광진구,36,23,3,11,1,13,3,6,0,1,0,0,0,1,1,0,
2019,광진구,37,27,1,11,5,16,10,2,1,0,0,0,0,0,0,0,
2019,광진구,38,39,7,18,7,20,13,0,1,0,0,0,0,1,0,0,
2019,광진구,39,35,7,15,5,12,9,4,0,0,0,0,0,0,0,0,
2019,광진구,40,34,5,15,3,19,13,10,2,0,0,0,0,1,0,0,
2019,광진구,41,35,3,15,5,10,10,7,0,1,2,0,0,0,0,0,
2019,광진구,42,50,2,17,11,14,19,6,0,0,0,0,0,0,1,0,
2019,광진구,43,39,7,11,10,20,11,8,0,0,0,0,0,0,1,0,
2019,광진구,44,43,3,14,4,7,13,6,0,0,0,0,0,1,1,0,
2019,광진구,45,53,8,18,5,11,16,12,0,4,0,0,0,0,0,1,
2019,광진구,46,62,12,11,6,15,14,6,0,2,1,1,1,1,0,0,
2019,광진구,47,71,7,19,10,18,13,8,1,1,0,0,0,1,0,0,
2019,광진구,48,73,4,14,8,13,18,10,0,3,0,1,2,1,0,0,
2019,광진구,49,80,12,18,10,10,22,11,0,0,1,0,1,1,0,0,
2019,광진구,50,98,5,25,22,6,22,12,0,3,1,0,1,0,0,0,
2019,광진구,51,79,7,21,14,15,15,14,0,2,1,3,6,0,1,0,
2019,광진구,52,113,8,25,21,9,17,18,0,2,0,2,1,1,0,0,
2019,광진구,53,104,12,21,17,5,16,10,0,1,2,0,1,3,0,0,
2019,광진구,54,94,16,24,13,9,15,8,0,0,0,1,1,5,1,0,
2019,광진구,55,108,16,26,18,5,17,18,0,2,3,0,0,3,1,0,
2019,광진구,56,126,13,28,17,5,6,9,0,1,1,2,5,0,0,0,
2019,광진구,57,139,15,22,24,4,17,13,0,2,0,2,1,2,0,0,
2019,광진구,58,160,30,25,27,11,20,19,0,1,6,0,8,3,1,2,
2019,광진구,59,172,29,43,30,6,13,14,0,3,0,1,3,3,1,0,
2019,광진구,60,156,27,24,36,7,13,11,0,2,3,1,6,0,0,1,
2019,광진구,61,174,24,32,25,5,11,19,0,2,0,0,1,1,1,0,
2019,광진구,62,182,32,34,27,7,13,19,0,4,0,5,2,0,0,0,
2019,광진구,63,146,27,35,28,4,12,19,0,3,2,2,1,0,1,0,
2019,광진구,64,172,24,30,36,7,10,17,0,3,4,2,4,2,0,0,
2019,광진구,65,174,22,25,25,2,9,17,0,0,4,4,0,0,0,0,
2019,광진구,66,134,31,28,29,3,6,15,0,3,5,1,2,0,1,0,
2019,광진구,67,169,29,36,35,2,10,15,0,3,4,4,1,2,0,0,
2019,광진구,68,105,22,24,29,3,5,8,0,2,2,0,4,0,1,0,
2019,광진구,69,136,30,32,23,4,3,13,0,4,3,6,4,2,4,0,
2019,광진구,70,155,40,30,34,1,5,15,0,1,4,1,0,2,1,0,
2019,광진구,71,141,53,34,29,1,5,19,0,0,5,5,1,0,1,0,
2019,광진구,72,168,45,33,36,0,3,12,0,4,3,1,3,2,1,0,
2019,광진구,73,152,53,24,23,2,2,12,0,2,1,1,3,3,1,0,
2019,광진구,74,136,45,30,27,2,7,11,0,1,1,1,0,0,1,0,
2019,광진구,75,150,47,30,27,0,2,12,0,2,4,1,2,1,0,0,
2019,광진구,76,135,60,36,36,0,1,9,0,1,5,3,1,0,2,0,
2019,광진구,77,169,75,34,53,1,1,8,0,3,5,1,0,0,1,0,
2019,광진구,78,123,48,19,40,0,0,10,0,2,4,1,0,0,0,0,
2019,광진구,79,102,41,24,32,0,2,15,0,1,3,1,1,0,2,0,
2019,광진구,80,133,64,24,29,0,0,8,0,5,0,4,0,0,0,0,
2019,광진구,81,88,58,23,40,0,2,6,0,0,3,0,0,0,0,0,
2019,광진구,82,83,63,15,40,1,2,5,0,2,6,3,0,0,1,0,
2019,광진구,83,94,47,16,15,0,0,7,0,0,2,1,0,0,0,0,
2019,광진구,84,68,60,19,23,0,0,6,0,0,1,0,0,0,0,0,
2019,광진구,85,62,42,11,19,0,0,3,0,0,0,0,0,0,0,0,
2019,광진구,86,44,58,8,6,0,0,4,0,1,3,0,0,0,0,0,
2019,광진구,87,34,43,10,17,1,0,1,0,1,5,0,0,0,0,0,
2019,광진구,88,30,30,11,9,0,0,1,0,0,1,0,0,0,0,0,
2019,광진구,89,19,22,5,10,0,0,2,0,0,0,0,0,0,1,0,
2019,광진구,90,19,26,8,5,0,0,0,0,0,1,0,0,0,0,0,
2019,광진구,91,17,13,2,3,0,0,1,0,0,0,0,0,0,0,0,
2019,광진구,92,12,17,1,3,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,93,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,94,2,10,3,1,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,95,3,7,2,2,0,0,0,0,0,1,0,0,0,0,0,
2019,광진구,96,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,98,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,99,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,101,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,광진구,104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,2,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,3,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,
2019,동대문구,4,1,1,0,3,2,0,0,7,4,0,0,0,0,0,0,
2019,동대문구,5,1,2,1,3,2,0,0,2,3,0,0,0,0,0,0,
2019,동대문구,6,1,3,1,6,6,0,0,4,2,0,0,0,0,0,0,
2019,동대문구,7,0,1,1,3,11,0,0,6,3,0,0,0,0,0,0,
2019,동대문구,8,1,0,1,2,10,0,0,9,0,0,0,0,0,0,0,
2019,동대문구,9,2,2,1,1,11,0,0,4,0,0,0,1,0,0,0,
2019,동대문구,10,0,0,0,0,9,0,0,7,0,0,0,0,0,1,0,
2019,동대문구,11,3,1,1,1,15,0,0,3,0,0,0,0,0,0,0,
2019,동대문구,12,3,0,1,4,13,0,0,3,0,0,0,0,0,0,0,
2019,동대문구,13,1,0,0,2,11,0,0,4,0,0,0,0,0,0,0,
2019,동대문구,14,4,3,1,3,9,0,0,1,1,0,0,0,0,0,0,
2019,동대문구,15,0,1,1,2,11,0,0,4,0,0,0,0,0,0,0,
2019,동대문구,16,7,1,2,3,11,0,0,4,0,0,0,1,1,0,0,
2019,동대문구,17,4,0,2,4,12,0,0,4,0,0,0,0,0,1,0,
2019,동대문구,18,1,0,2,4,19,0,0,2,2,0,0,0,0,0,0,
2019,동대문구,19,7,3,5,6,27,2,0,3,0,0,0,0,1,0,0,
2019,동대문구,20,2,4,5,8,17,1,1,8,0,0,0,0,0,0,0,
2019,동대문구,21,4,1,6,5,26,0,0,17,0,0,0,0,1,4,0,
2019,동대문구,22,9,0,4,4,18,0,0,2,0,0,0,1,0,0,0,
2019,동대문구,23,8,0,3,4,19,1,0,4,0,1,0,0,1,0,0,
2019,동대문구,24,12,1,3,3,23,1,2,4,0,0,0,0,0,0,0,
2019,동대문구,25,8,3,3,3,29,2,0,7,0,0,0,0,0,0,0,
2019,동대문구,26,16,4,5,4,19,6,0,3,0,0,0,0,0,1,0,
2019,동대문구,27,9,4,5,4,25,4,4,4,0,0,0,0,1,0,0,
2019,동대문구,28,7,1,5,4,20,3,0,4,0,0,0,0,0,0,1,
2019,동대문구,29,16,4,5,5,15,3,2,3,0,0,0,0,1,0,0,
2019,동대문구,30,23,6,4,3,15,4,1,7,0,0,0,0,0,0,0,
2019,동대문구,31,15,1,6,6,21,3,0,6,1,0,0,0,0,0,1,
2019,동대문구,32,13,2,4,3,10,9,1,1,0,0,0,0,1,0,1,
2019,동대문구,33,22,3,5,4,19,6,3,2,0,0,0,0,0,0,0,
2019,동대문구,34,21,2,13,7,21,5,1,2,3,0,0,0,0,0,0,
2019,동대문구,35,17,2,13,7,26,6,3,1,1,0,0,0,0,1,0,
2019,동대문구,36,22,7,7,7,10,7,3,2,0,1,0,0,0,0,0,
2019,동대문구,37,33,3,14,7,18,5,4,0,1,0,0,0,1,0,0,
2019,동대문구,38,33,5,11,6,16,8,3,0,1,0,0,0,1,1,0,
2019,동대문구,39,42,5,12,14,20,11,5,0,0,0,0,1,0,0,0,
2019,동대문구,40,38,12,9,2,19,13,13,0,0,0,0,1,0,0,0,
2019,동대문구,41,47,9,14,8,14,7,8,0,1,0,1,1,1,0,0,
2019,동대문구,42,39,9,14,5,14,19,6,1,1,1,1,0,1,0,0,
2019,동대문구,43,43,2,11,8,11,15,6,0,1,0,0,0,0,0,0,
2019,동대문구,44,43,10,12,11,20,19,4,1,1,0,0,1,1,0,1,
2019,동대문구,45,66,6,17,15,14,10,5,0,3,0,0,1,1,0,0,
2019,동대문구,46,74,11,22,13,14,17,3,0,2,2,1,2,2,0,0,
2019,동대문구,47,71,7,20,12,18,18,9,0,2,1,0,1,0,0,0,
2019,동대문구,48,93,6,23,14,18,25,9,0,2,0,0,0,1,0,0,
2019,동대문구,49,87,7,27,19,16,17,11,1,4,1,0,1,0,0,0,
2019,동대문구,50,86,7,20,25,8,18,8,0,2,0,0,2,1,0,0,
2019,동대문구,51,95,12,28,19,12,25,17,0,2,2,0,2,2,0,0,
2019,동대문구,52,110,12,29,19,9,27,14,0,0,1,2,1,1,0,1,
2019,동대문구,53,130,17,20,17,8,21,15,0,5,0,0,4,1,0,0,
2019,동대문구,54,115,11,23,22,12,24,17,0,2,2,1,1,2,1,0,
2019,동대문구,55,123,20,23,12,12,25,7,0,0,0,2,3,1,1,0,
2019,동대문구,56,138,23,27,13,8,23,12,0,3,3,0,2,1,1,1,
2019,동대문구,57,166,25,34,16,18,14,17,0,2,1,3,4,1,1,1,
2019,동대문구,58,174,28,33,35,8,22,24,0,3,2,1,3,3,0,1,
2019,동대문구,59,231,33,21,40,8,27,25,0,3,4,2,3,4,2,0,
2019,동대문구,60,184,29,39,37,11,17,18,0,2,3,1,0,1,1,0,
2019,동대문구,61,182,45,35,38,8,15,20,0,1,3,3,8,3,0,1,
2019,동대문구,62,217,43,42,35,8,16,17,0,0,6,2,9,0,0,0,
2019,동대문구,63,231,40,36,40,8,11,17,0,5,4,1,7,0,1,2,
2019,동대문구,64,229,38,44,40,2,21,26,0,3,2,3,6,3,1,1,
2019,동대문구,65,206,32,36,39,3,12,33,0,4,2,3,6,0,1,1,
2019,동대문구,66,204,39,29,30,5,10,15,0,5,2,5,5,1,1,0,
2019,동대문구,67,227,38,38,49,2,11,16,0,3,3,7,4,1,0,1,
2019,동대문구,68,181,41,32,38,2,6,18,0,3,3,2,3,2,0,0,
2019,동대문구,69,183,38,30,49,3,3,14,0,1,3,3,1,1,0,0,
2019,동대문구,70,198,48,41,46,3,7,13,0,1,6,5,1,1,0,1,
2019,동대문구,71,227,61,49,44,1,4,12,0,4,5,3,1,0,2,0,
2019,동대문구,72,236,75,39,45,1,4,19,0,3,4,2,5,0,3,1,
2019,동대문구,73,174,68,42,48,4,4,10,0,4,3,3,5,0,0,1,
2019,동대문구,74,202,54,32,34,0,5,13,0,2,6,4,1,0,0,0,
2019,동대문구,75,221,72,35,49,0,3,12,0,2,3,2,0,0,2,0,
2019,동대문구,76,215,78,47,49,1,4,10,0,4,3,4,0,0,2,1,
2019,동대문구,77,255,110,40,70,2,2,17,0,3,5,1,0,0,2,0,
2019,동대문구,78,235,99,30,57,1,1,13,0,3,2,5,0,0,1,0,
2019,동대문구,79,192,85,39,51,0,1,13,0,6,2,3,0,0,1,0,
2019,동대문구,80,165,103,27,49,0,0,13,0,1,3,0,0,0,1,1,
2019,동대문구,81,139,78,26,46,1,2,14,0,1,1,0,0,0,1,0,
2019,동대문구,82,153,76,34,39,0,0,5,0,2,4,1,0,0,0,0,
2019,동대문구,83,108,77,21,25,0,2,2,0,1,1,1,0,0,0,0,
2019,동대문구,84,89,76,19,25,1,0,2,0,3,4,4,0,0,1,0,
2019,동대문구,85,87,54,22,30,0,0,3,0,0,2,1,1,0,0,0,
2019,동대문구,86,65,49,16,13,0,0,4,0,0,0,1,0,0,1,0,
2019,동대문구,87,56,67,13,18,0,0,0,0,2,3,1,0,0,0,0,
2019,동대문구,88,42,44,9,11,0,0,1,0,0,0,0,0,0,0,0,
2019,동대문구,89,32,36,6,8,0,0,1,0,1,0,1,0,0,0,0,
2019,동대문구,90,13,22,12,6,0,0,1,0,0,0,0,0,0,0,0,
2019,동대문구,91,13,30,5,6,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,92,17,22,2,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,93,10,15,2,2,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,94,8,9,0,3,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,95,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,96,4,5,0,3,0,0,1,0,0,0,0,0,0,0,0,
2019,동대문구,97,3,4,1,2,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,98,2,7,0,1,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,99,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,동대문구,104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2019,중랑구,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
2019,중랑구,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,
2019,중랑구,3,2,1,2,4,1,0,0,0,3,0,0,0,0,0,0,
2019,중랑구,4,0,2,0,5,0,0,0,3,4,0,0,0,0,0,0,
2019,중랑구,5,0,2,0,0,7,0,0,8,6,0,0,0,0,1,0,
2019,중랑구,6,1,1,0,5,11,0,0,5,5,0,0,0,0,0,0,
2019,중랑구,7,0,0,0,6,21,0,0,10,4,0,0,1,0,0,0,
2019,중랑구,8,2,2,0,2,23,0,0,7,1,0,0,0,0,0,0,
2019,중랑구,9,1,1,1,3,9,0,0,8,0,0,0,0,0,0,0,
2019,중랑구,10,0,1,0,4,12,0,0,9,0,0,0,0,0,0,0,
2019,중랑구,11,0,1,1,4,11,0,0,1,0,0,0,1,0,0,0,
2019,중랑구,12,1,0,2,3,25,0,0,9,0,0,0,0,0,0,0,
2019,중랑구,13,1,1,0,4,15,0,0,4,0,0,0,0,0,0,0,
2019,중랑구,14,5,0,0,2,13,0,0,2,0,0,0,0,0,0,0,
2019,중랑구,15,0,2,1,4,18,0,0,7,0,0,0,1,0,0,0,
2019,중랑구,16,3,0,3,5,22,0,0,7,1,0,0,0,0,0,0,
2019,중랑구,17,5,4,0,10,24,0,0,7,0,0,0,0,0,0,0,
2019,중랑구,18,9,3,1,4,31,0,0,9,1,0,0,0,0,1,0,
2019,중랑구,19,3,3,4,5,38,0,1,12,1,0,0,0,0,0,0,
2019,중랑구,20,6,1,3,4,17,1,0,8,0,0,0,0,0,1,0,
2019,중랑구,21,8,6,2,7,32,2,0,9,0,0,0,0,0,0,0,
2019,중랑구,22,7,8,1,3,35,2,0,16,1,0,0,0,0,1,0,
2019,중랑구,23,8,2,5,5,41,1,2,13,0,1,0,0,0,0,0,
2019,중랑구,24,15,1,1,4,40,0,0,5,0,0,0,0,1,0,0,
2019,중랑구,25,12,3,6,11,42,4,0,10,0,0,1,0,0,0,0,
2019,중랑구,26,12,7,7,4,41,3,0,7,0,2,0,0,0,1,0,
2019,중랑구,27,10,2,10,4,27,2,0,10,0,0,0,0,0,1,0,
2019,중랑구,28,9,4,4,5,40,7,2,12,1,1,0,0,0,0,0,
2019,중랑구,29,16,5,9,7,28,8,3,2,1,0,0,0,0,0,0,
2019,중랑구,30,15,3,6,9,32,1,5,4,1,0,0,1,0,0,0,
2019,중랑구,31,14,1,9,3,34,7,0,1,1,0,0,2,0,0,0,
2019,중랑구,32,16,6,9,3,23,9,0,1,0,0,0,0,0,0,0,
2019,중랑구,33,22,6,7,9,24,10,2,1,1,0,0,0,1,0,0,
2019,중랑구,34,10,4,6,5,21,8,2,0,0,0,0,0,1,0,0,
2019,중랑구,35,32,2,9,5,29,4,5,2,1,0,0,0,1,1,1,
2019,중랑구,36,38,6,10,9,32,10,2,1,2,1,0,0,3,1,1,
2019,중랑구,37,39,8,9,13,35,15,2,2,2,0,0,0,2,1,0,
2019,중랑구,38,44,6,16,7,31,10,13,0,2,1,0,1,2,0,0,
2019,중랑구,39,54,4,10,15,23,11,6,0,1,0,0,1,0,3,0,
2019,중랑구,40,66,7,5,14,21,24,9,1,2,0,0,2,1,0,0,
2019,중랑구,41,57,4,12,14,23,12,9,0,1,0,0,0,0,1,0,
2019,중랑구,42,66,7,16,10,13,15,9,0,0,0,0,2,1,1,0,
2019,중랑구,43,54,2,11,9,19,13,4,0,0,0,1,0,0,0,1,
2019,중랑구,44,65,9,13,10,20,14,13,0,4,0,1,0,1,0,0,
2019,중랑구,45,77,7,21,12,14,20,7,0,2,1,1,2,4,0,0,
2019,중랑구,46,85,12,25,15,16,29,11,0,0,2,2,1,1,0,0,
2019,중랑구,47,90,8,22,8,31,28,16,1,3,0,2,0,1,0,4,
2019,중랑구,48,131,8,22,16,15,32,16,0,3,0,0,1,1,1,0,
2019,중랑구,49,129,21,33,15,7,29,16,0,2,0,1,0,4,0,0,
2019,중랑구,50,125,14,26,23,14,41,14,1,0,0,0,1,2,0,0,
2019,중랑구,51,166,17,35,20,9,32,13,0,2,1,0,3,2,0,0,
2019,중랑구,52,168,20,32,23,14,32,21,0,4,1,0,3,2,0,1,
2019,중랑구,53,189,26,38,15,10,24,23,0,5,2,0,2,1,0,1,
2019,중랑구,54,186,16,41,30,17,25,24,0,0,2,3,2,4,2,0,
2019,중랑구,55,225,31,32,35,8,28,23,0,1,1,2,1,3,0,0,
2019,중랑구,56,218,21,36,39,11,31,28,0,3,2,2,4,0,1,0,
2019,중랑구,57,281,44,48,42,15,33,20,0,5,4,2,2,3,0,0,
2019,중랑구,58,293,46,51,47,6,25,34,0,1,3,5,1,6,1,0,
2019,중랑구,59,310,44,49,59,10,26,19,0,1,6,2,4,2,1,0,
2019,중랑구,60,299,48,57,58,11,29,13,0,4,3,5,9,1,1,0,
2019,중랑구,61,292,45,60,55,14,32,23,0,2,8,3,3,1,0,1,
2019,중랑구,62,305,43,46,56,8,27,29,0,6,6,3,6,1,3,0,
2019,중랑구,63,278,43,55,49,5,18,26,0,5,6,5,5,5,5,1,
2019,중랑구,64,316,55,51,70,6,20,34,0,4,1,7,8,1,3,0,
2019,중랑구,65,284,44,52,63,4,16,17,0,5,7,7,2,1,1,0,
2019,중랑구,66,253,53,50,61,5,9,29,0,5,3,8,4,1,3,1,
2019,중랑구,67,293,58,52,73,5,11,27,0,4,4,6,3,2,3,0,
2019,중랑구,68,224,47,50,42,1,8,15,0,4,8,3,1,1,0,0,
2019,중랑구,69,230,49,49,51,3,11,30,0,3,6,4,0,0,1,0,
2019,중랑구,70,260,73,64,61,4,12,20,0,7,1,2,2,1,1,0,
2019,중랑구,71,283,71,56,57,2,9,22,0,10,2,1,1,2,3,1,
2019,중랑구,72,277,73,64,61,1,10,20,0,4,4,2,3,0,1,1,
2019,중랑구,73,245,61,46,65,3,6,13,0,5,7,5,2,0,0,1,
2019,중랑구,74,216,75,41,54,1,2,13,0,2,4,7,2,0,2,0,
2019,중랑구,75,235,90,47,53,1,3,15,0,0,4,4,1,0,2,0,
2019,중랑구,76,228,83,46,55,3,4,22,0,3,11,6,1,0,1,0,
2019,중랑구,77,294,109,68,84,1,3,23,0,3,7,6,1,2,1,0,
2019,중랑구,78,225,93,47,57,0,4,13,0,5,2,4,0,0,0,0,
2019,중랑구,79,195,79,42,46,2,1,10,0,3,6,1,1,1,0,0,
2019,중랑구,80,204,76,41,48,1,1,11,0,2,5,4,0,0,4,0,
2019,중랑구,81,187,77,47,44,2,0,8,0,0,7,1,0,0,0,0,
